t,75,67,12
t,40,53,16
t,20,99,44
t,12,54,16
t,24,10,32
t,72,95,31
t,25,21,16
t,28,60,35
t,56,39,65
t,4,26,22
t,66,53,89
t,78,45,42
t,45,66,94
t,88,30,48
t,55,7,10
t,38,79,6
t,68,4,79
t,84,33,91
t,18,89,83
t,34,45,9
t,56,12,62
t,96,42,59
t,90,39,77
t,83,27,8
t,82,34,15
t,92,72,46
t,49,40,51
t,79,76,36
t,22,47,77
t,4,81,23
t,12,89,87
t,25,86,29
t,83,76,68
t,60,11,47
t,19,45,81
t,33,89,5
t,30,38,97
t,32,70,26
t,67,92,73
t,96,5,19
t,60,95,57
t,85,33,85
t,20,9,4
t,80,72,2
t,51,17,34
t,84,7,38
t,15,97,34
t,47,67,59
t,67,11,83
t,63,7,41
t,33,19,88
t,89,4,21
t,25,77,82
t,80,9,54
t,81,61,71
t,14,97,30
t,51,12,28
t,36,12,47
t,47,31,59
t,81,46,18
t,21,31,38
t,8,72,94
t,28,97,71
t,61,77,81
t,14,10,94
t,37,24,91
t,18,27,56
t,45,63,20
t,92,62,51
t,50,44,49
t,19,17,80
t,56,78,52
t,2,6,1
t,72,20,30
t,4,86,40
t,97,23,64
t,88,42,43
t,43,39,58
t,62,31,21
t,64,33,17
t,12,5,34
t,43,61,64
t,46,63,71
t,46,88,43
t,27,44,29
t,66,42,5
t,81,82,99
t,23,77,38
t,80,91,22
t,52,7,7
t,68,71,12
t,54,14,26
t,17,60,89
t,39,58,29
t,81,85,74
t,62,3,68
t,66,84,2
t,64,59,31
t,53,91,22
t,74,44,81
t,33,64,52
t,44,18,18
t,69,88,30
t,10,79,88
t,90,13,25
t,15,75,80
t,82,93,16
t,35,9,75
t,65,62,66
t,38,89,62
t,18,22,27
t,21,18,97
t,38,40,85
t,67,2,17
t,6,92,30
t,82,8,57
t,61,42,50
t,76,30,59
t,2,95,21
t,20,86,62
t,81,56,36
t,7,78,7
t,56,16,47
t,40,36,1
t,8,94,93
t,37,77,53
t,93,90,48
t,42,19,78
t,52,21,25
t,25,93,63
t,86,75,20
t,74,34,98
t,80,90,66
t,26,83,54
t,26,91,49
t,70,29,78
t,75,74,20
t,74,69,39
t,3,21,13
t,27,46,6
t,42,85,33
t,61,59,68
t,58,39,10
t,75,17,93
t,29,95,37
t,29,65,18
t,6,92,92
t,25,66,13
t,16,69,35
t,28,49,33
t,85,91,18
t,18,52,29
t,37,62,68
t,46,37,37
t,91,18,32
t,27,47,50
t,44,5,42
t,87,83,9
t,0,99,78
t,86,27,79
t,18,64,70
t,88,82,74
t,16,19,36
t,84,66,26
t,72,9,96
t,4,36,96
t,53,32,1
t,94,71,84
t,54,71,83
t,84,9,62
t,62,28,27
t,84,16,61
t,57,32,81
t,93,68,99
t,70,41,8
t,65,97,96
t,60,50,28
t,13,96,51
t,96,51,75
t,31,35,84
t,44,49,64
t,22,33,80
t,83,91,65
t,63,36,85
t,13,58,78
t,20,75,75
t,67,36,77
t,94,1,74
t,44,97,77
t,18,80,64
t,54,77,13
t,17,99,99
t,97,82,42
t,13,97,78
t,49,62,88
t,27,34,63
t,53,1,99
t,30,47,100
t,3,92,50
t,79,62,82
t,42,16,59
t,6,86,59
t,4,35,93
t,45,48,43
t,74,49,5
t,61,76,40
t,76,30,41
t,74,60,89
t,26,15,33
t,27,46,47
t,60,40,16
t,19,98,2
t,29,3,37
t,21,0,37
t,63,27,86
t,20,40,63
t,59,16,45
t,51,43,57
t,39,21,24
t,23,0,70
t,70,60,62
t,85,79,60
t,86,8,15
t,74,82,68
t,10,97,95
t,95,17,87
t,9,28,4
t,53,80,99
t,61,19,20
t,84,43,72
t,5,65,32
t,66,50,64
t,26,88,72
t,40,62,6
t,7,72,4
t,53,67,73
t,40,29,2
t,95,82,82
t,45,96,53
t,64,80,96
t,87,86,61
t,18,52,63
t,81,30,51
t,5,23,13
t,10,30,37
t,65,36,57
t,38,76,86
t,39,23,20
t,72,68,16
t,24,84,97
t,20,71,35
t,32,41,39
t,47,23,70
t,97,28,93
t,62,90,75
t,98,8,11
t,6,46,39
t,91,37,14
t,11,9,82
t,78,33,18
t,26,5,89
t,60,90,31
t,99,37,6
t,20,86,86
t,64,48,76
t,90,99,84
t,53,5,82
t,43,49,19
t,57,12,80
t,90,65,9
t,17,70,49
t,29,60,79
t,80,49,36
t,0,36,21
t,16,36,49
t,7,35,32
t,60,93,66
t,3,94,36
t,12,6,16
t,3,96,81
t,11,65,3
t,59,95,16
t,90,75,65
t,25,28,53
t,98,44,90
t,46,3,77
t,29,15,22
t,94,71,16
t,30,83,22
t,97,86,71
t,29,49,36
t,31,9,83
t,46,51,11
t,63,28,91
t,15,26,35
t,56,72,91
t,33,54,58
t,54,0,29
t,22,30,13
t,95,79,51
t,65,8,1
t,53,40,62
t,87,86,13
t,97,1,41
t,87,17,20
t,74,73,44
t,16,58,98
t,73,65,99
t,2,87,81
t,66,82,61
t,16,0,69
t,68,53,61
t,29,92,100
t,93,90,1
t,86,29,18
t,5,55,44
t,48,71,2
t,98,45,67
t,48,99,54
t,28,17,37
t,40,85,89
t,61,54,42
t,21,35,34
t,20,29,76
t,73,15,58
t,90,72,13
t,33,72,85
t,35,22,82
t,53,70,33
t,7,51,50
t,95,91,35
t,83,4,41
t,76,26,77
t,61,98,58
t,37,71,25
t,94,14,49
t,58,47,21
t,94,34,44
t,27,88,14
t,59,47,17
t,60,94,9
t,95,77,13
t,87,5,91
t,63,66,90
t,72,55,13
t,96,1,27
t,44,60,27
t,17,54,13
t,60,82,53
t,25,93,100
t,42,54,46
t,2,1,23
t,66,88,80
t,57,4,47
t,98,28,54
t,10,25,56
t,37,21,68
t,15,38,74
t,27,50,8
t,80,28,2
t,31,70,8
t,78,24,61
t,51,90,1
t,83,99,5
t,81,97,34
t,34,8,11
t,41,97,84
t,8,64,75
t,34,91,25
t,41,23,5
t,94,7,27
t,53,84,51
t,13,87,94
t,14,70,93
t,70,51,91
t,55,38,51
t,17,79,100
t,1,40,64
t,27,26,7
t,3,67,31
t,8,14,38
t,34,19,74
t,85,33,61
t,78,99,84
t,70,21,87
t,12,29,25
t,62,46,5
t,13,99,97
t,76,26,23
t,83,30,42
t,65,38,56
t,2,72,76
t,27,9,61
t,87,39,12
t,22,62,33
t,9,74,62
t,33,89,61
t,89,2,60
t,85,31,39
t,7,66,21
t,1,31,59
t,8,85,83
t,83,12,45
t,95,51,36
t,6,74,98
t,91,83,25
t,4,68,66
t,16,58,20
t,28,95,51
t,66,3,69
t,86,56,100
t,96,64,85
t,30,0,97
t,26,95,49
t,62,54,75
t,59,97,58
t,35,1,78
t,0,18,36
t,20,46,32
t,22,64,87
t,91,2,43
t,42,50,7
t,27,80,7
t,75,59,55
t,75,21,61
t,49,32,58
t,58,68,11
t,36,20,81
t,23,92,79
t,54,67,43
t,92,58,97
t,34,52,47
t,93,79,80
t,51,7,39
t,5,34,12
t,17,84,44
t,74,94,64
t,85,82,37
t,65,6,29
t,96,60,96
t,38,53,6
t,87,39,59
t,33,84,90
t,64,36,97
t,2,93,84
t,13,11,68
t,9,37,14
t,72,22,97
t,8,40,3
t,89,88,15
t,84,26,20
t,42,65,12
t,0,99,96
t,89,63,84
t,38,18,30
t,21,83,41
t,40,92,78
t,5,17,53
t,1,77,45
t,55,66,33
t,22,3,11
t,93,45,77
t,4,97,28
t,52,38,43
t,35,76,13
t,64,49,97
t,56,41,89
t,86,47,58
t,90,0,36
t,34,8,54
t,18,30,9
t,80,23,6
t,8,80,3
t,35,32,42
t,30,19,70
t,42,36,72
t,38,44,13
t,79,30,12
t,88,20,65
t,23,6,73
t,29,76,55
t,37,57,30
t,43,65,10
t,97,53,94
t,38,83,66
t,60,77,2
t,31,68,98
t,95,47,29
t,59,35,1
t,23,11,60
t,47,92,36
t,53,29,93
t,82,24,11
t,44,74,64
t,89,12,99
t,54,24,76
t,7,43,6
t,3,42,86
t,14,30,86
t,37,41,45
t,36,33,33
t,89,14,25
t,71,91,87
t,67,65,50
t,57,29,48
t,11,54,76
t,71,61,71
t,76,16,14
t,13,30,44
t,98,19,37
t,95,55,70
t,27,96,36
t,3,68,27
t,90,87,92
t,39,44,22
t,39,8,28
t,66,79,89
t,36,7,58
t,49,20,88
t,44,70,8
t,80,65,15
t,1,92,12
t,37,48,32
t,15,38,19
t,7,29,64
t,80,20,72
t,59,86,3
t,99,75,62
t,56,24,82
t,44,21,52
t,3,1,70
t,17,3,14
t,80,40,62
t,11,55,52
t,30,14,82
t,45,46,2
t,68,57,41
t,70,57,16
t,31,13,92
t,64,9,13
t,67,64,67
t,36,34,70
t,2,14,62
t,15,26,69
t,67,8,36
t,48,53,34
t,1,21,92
t,93,91,49
t,60,74,14
t,4,38,76
t,68,57,40
t,34,94,74
t,55,48,41
t,16,63,67
t,37,30,75
t,72,30,80
t,5,84,1
t,96,29,44
t,96,90,70
t,10,94,8
t,85,62,65
t,24,49,11
t,50,4,11
t,90,73,75
t,8,10,57
t,34,39,14
t,91,23,66
t,88,52,9
t,36,94,78
t,46,88,37
t,31,3,53
t,8,52,16
t,10,8,26
t,0,81,52
t,60,43,9
t,94,77,100
t,7,21,75
t,72,61,79
t,32,97,74
t,61,44,14
t,97,27,69
t,1,87,73
t,16,97,82
t,94,49,15
t,97,9,59
t,57,3,88
t,56,62,9
t,30,34,70
t,9,18,20
t,34,79,64
t,47,28,43
t,16,30,31
t,88,98,80
t,21,44,30
t,36,42,39
t,46,99,95
t,85,56,57
t,46,38,44
t,67,99,62
t,86,33,42
t,1,81,70
t,44,49,52
t,26,89,51
t,5,63,47
t,34,51,89
t,25,97,89
t,19,34,97
t,27,80,87
t,70,0,87
t,32,86,20
t,25,40,53
t,94,84,2
t,98,62,44
t,0,67,7
t,46,54,58
t,35,31,7
t,75,2,41
t,23,29,74
t,9,52,26
t,95,84,12
t,15,61,52
t,19,7,88
t,73,5,50
t,16,5,70
t,74,52,76
t,31,39,7
t,89,66,61
t,81,41,90
t,6,50,94
t,31,98,78
t,43,65,39
t,46,84,99
t,86,57,4
t,87,73,10
t,56,47,14
t,83,30,5
t,41,19,71
t,1,11,44
t,7,13,37
t,39,11,67
t,34,76,57
t,32,61,55
t,70,58,59
t,44,19,67
t,43,84,51
t,74,88,92
t,45,10,46
t,98,73,89
t,6,86,77
t,97,50,43
t,83,78,52
t,67,91,6
t,38,62,16
t,96,58,35
t,62,1,71
t,64,27,59
t,56,73,69
t,1,71,94
t,41,29,81
t,17,78,83
t,12,13,61
t,63,81,53
t,68,19,15
t,36,67,73
t,70,29,26
t,41,94,54
t,51,2,79
t,72,55,2
t,65,96,84
t,97,65,62
t,79,77,76
t,92,40,9
t,96,61,28
t,10,97,95
t,34,67,76
t,11,60,22
t,16,64,24
t,94,36,79
t,48,1,27
t,31,51,93
t,44,82,70
t,71,74,63
t,79,70,24
t,6,32,21
t,52,18,40
t,28,30,53
t,1,46,17
t,25,93,53
t,55,41,6
t,34,24,57
t,26,68,40
t,47,40,66
t,9,19,37
t,84,78,21
t,4,82,40
t,44,62,70
t,96,64,16
t,12,89,9
t,16,96,2
t,73,30,26
t,82,8,95
t,73,8,87
t,38,69,58
t,26,54,36
t,47,58,19
t,86,54,33
t,55,50,97
t,22,14,38
t,83,82,35
t,84,8,17
t,62,90,26
t,56,63,34
t,42,53,3
t,99,32,57
t,87,79,68
t,57,17,22
t,89,24,25
t,86,46,91
t,75,81,26
t,9,18,34
t,26,80,24
t,3,36,39
t,88,30,92
t,42,81,24
t,51,20,55
t,18,29,72
t,91,19,96
t,15,57,95
t,58,32,76
t,83,94,94
t,16,72,74
t,39,27,62
t,29,15,44
t,72,57,78
t,48,8,98
t,2,78,28
t,26,70,99
t,73,37,8
t,67,95,92
t,95,78,86
t,40,46,10
t,66,37,37
t,79,66,52
t,23,39,62
t,52,39,22
t,49,41,1
t,28,19,71
t,78,93,8
t,85,12,56
t,78,59,34
t,62,0,33
t,24,18,70
t,60,97,37
t,64,72,28
t,25,24,67
t,98,74,60
t,98,54,80
t,20,33,25
t,80,18,89
t,35,95,49
t,20,10,1
t,52,34,19
t,22,46,16
t,58,10,89
t,37,87,65
t,3,86,39
t,14,36,46
t,45,57,79
t,69,37,49
t,10,24,97
t,10,44,59
t,10,97,93
t,80,19,91
t,47,29,54
t,87,18,41
t,52,73,79
t,42,87,68
t,87,33,77
t,17,54,66
t,66,64,90
t,62,74,34
t,20,36,83
t,64,16,54
t,6,16,35
t,59,3,53
t,52,55,26
t,82,98,66
t,49,37,99
t,25,55,5
t,42,73,22
t,31,35,48
t,17,7,85
t,99,23,53
t,53,29,69
t,87,41,25
t,92,93,80
t,69,75,30
t,34,77,68
t,84,2,75
t,89,45,48
t,62,28,35
t,9,45,94
t,45,16,51
t,50,97,71
t,37,38,95
t,81,31,27
t,51,59,56
t,85,36,75
t,70,90,49
t,11,87,48
t,73,16,82
t,34,61,75
t,80,58,43
t,30,8,41
t,0,98,31
t,95,79,15
t,21,30,74
t,28,68,10
t,55,38,52
t,3,1,40
t,3,74,8
t,84,8,69
t,11,40,80
t,53,70,88
t,93,23,38
t,76,70,18
t,90,43,100
t,15,71,68
t,24,26,58
t,27,82,59
t,66,85,85
t,73,69,94
t,94,32,34
t,73,86,57
t,12,31,80
t,2,7,50
t,71,49,45
t,70,64,16
t,90,40,95
t,47,68,77
t,58,34,14
t,42,60,35
t,35,6,68
t,21,31,54
t,29,43,85
t,8,97,45
t,9,68,94
t,53,91,59
t,20,81,99
t,14,28,67
t,42,38,54
t,55,81,66
t,90,68,72
t,57,89,3
t,10,70,98
t,46,30,96
t,90,39,64
t,84,44,55
t,94,17,88
t,92,31,69
t,11,26,7
t,64,81,88
t,29,23,57
t,0,80,98
t,54,42,69
t,51,89,99
t,46,31,91
t,62,67,87
t,68,61,4
t,56,6,88
t,24,17,14
t,30,81,47
t,70,62,71
t,26,14,3
t,75,68,46
t,43,19,87
t,94,18,70
t,36,80,38
t,22,48,51
t,78,56,57
t,65,80,74
t,30,63,7
t,28,33,21
t,98,59,35
t,53,86,3
t,98,82,75
t,36,76,93
t,5,64,25
t,42,86,73
t,93,16,82
t,1,81,62
t,75,63,77
t,33,92,10
t,54,42,21
t,88,95,8
t,43,45,90
t,17,81,18
t,9,39,82
t,33,81,20
t,57,26,37
t,38,28,70
t,52,55,86
t,28,40,30
t,90,94,72
t,10,35,20
t,69,30,17
t,58,47,51
t,27,8,90
t,60,93,71
t,32,50,50
t,68,41,78
t,89,45,85
t,74,25,25
t,3,15,72
t,27,78,59
t,98,47,89
t,66,58,36
t,16,37,96
t,5,98,89
t,28,30,91
t,78,50,84
t,6,39,29
t,42,66,7
t,18,21,74
t,89,0,52
t,47,98,52
t,35,17,62
t,22,33,99
t,17,91,49
t,57,19,31
t,48,80,32
t,6,72,13
t,0,38,71
t,18,11,44
t,8,12,48
t,7,62,51
t,43,79,12
t,17,13,62
t,87,56,63
t,44,75,93
t,44,75,74
t,28,33,98
t,92,33,88
t,62,51,99
t,57,11,63
t,56,19,26
t,6,62,57
t,69,31,70
t,31,70,26
t,93,67,53
t,37,11,80
t,62,91,13
t,59,83,46
t,46,97,98
t,97,55,61
t,59,11,80
t,36,70,94
t,93,39,26
t,14,22,96
t,92,67,63
t,44,5,27
t,24,67,70
t,88,27,6
t,34,25,3
t,83,22,10
t,43,34,74
t,75,70,96
t,68,63,35
t,93,78,10
t,41,70,77
t,55,66,34
t,33,42,2
t,3,31,81
t,8,17,58
t,62,52,33
t,24,47,67
t,49,22,89
t,44,91,53
t,30,36,83
t,91,29,5
t,20,85,71
t,53,18,14
t,6,73,97
t,38,33,66
t,96,48,18
t,28,24,17
t,94,73,40
t,34,69,83
t,86,51,19
t,20,95,49
t,24,15,86
t,95,68,4
t,60,27,30
t,8,65,63
t,73,61,63
t,42,89,87
t,58,35,60
t,49,70,81
t,31,8,85
t,2,29,80
t,50,5,95
t,35,0,15
t,90,12,42
t,71,20,8
t,34,45,21
t,48,39,63
t,35,50,50
t,94,99,72
t,27,83,81
t,11,85,62
t,90,35,67
t,84,22,20
t,98,64,84
t,92,36,5
t,99,22,2
t,71,70,42
t,33,5,92
t,83,52,43
t,54,79,26
t,86,90,11
t,47,32,98
t,66,68,20
t,85,66,85
t,68,10,73
t,24,61,95
t,78,33,65
t,71,66,71
t,14,49,75
t,56,53,35
t,42,95,45
t,90,27,95
t,8,95,14
t,45,13,50
t,65,76,22
t,42,37,16
t,20,70,33
t,43,89,55
t,57,90,29
t,65,46,82
t,99,41,29
t,96,83,8
t,90,91,55
t,55,36,20
t,5,53,96
t,78,95,86
t,46,15,8
t,78,58,97
t,84,67,40
t,12,33,38
t,45,84,79
t,73,80,62
t,32,70,5
t,86,26,93
t,5,83,47
t,53,13,42
t,38,59,10
t,45,89,20
t,94,73,88
t,85,20,23
t,82,56,2
t,7,37,15
t,39,59,20
t,25,37,12
t,83,20,58
t,88,34,52
t,26,45,61
t,23,35,80
t,69,60,67
t,54,98,39
t,78,80,96
t,30,88,85
t,44,27,44
t,15,5,82
t,27,40,54
t,36,28,40
t,87,6,86
t,47,81,73
t,79,51,33
t,97,57,83
t,36,34,64
t,83,16,4
t,67,61,83
t,10,28,40
t,43,55,80
t,97,44,60
t,36,83,66
t,21,31,100
t,45,62,51
t,78,59,60
t,60,47,95
t,75,30,11
t,78,49,24
t,13,12,53
t,52,55,60
t,32,52,4
t,91,41,88
t,9,62,71
t,8,84,11
t,38,43,70
t,50,91,16
t,78,73,79
t,8,23,54
t,21,87,6
t,74,42,18
t,58,47,73
t,1,88,12
t,62,50,82
t,22,10,18
t,32,0,62
t,54,3,5
t,21,81,30
t,99,41,5
t,53,63,92
t,10,89,35
t,27,47,82
t,0,69,64
t,63,71,98
t,85,34,15
t,70,86,28
t,76,89,32
t,97,22,62
t,49,64,66
t,2,79,10
t,64,68,44
t,44,67,77
t,96,67,46
t,59,82,69
t,56,20,3
t,71,90,42
t,98,66,31
t,82,15,6
t,95,64,22
t,12,18,1
t,21,83,69
t,64,79,88
t,40,75,7
t,37,34,42
t,6,91,62
t,60,14,52
t,1,12,70
t,84,94,85
t,41,89,2
t,62,2,20
t,62,75,55
t,82,40,34
t,21,32,9
t,27,70,96
t,68,28,39
t,29,88,53
t,32,42,17
t,1,78,64
t,38,19,5
t,39,81,59
t,10,95,35
t,65,77,75
t,98,6,60
t,78,28,7
t,98,56,45
t,27,45,97
t,12,39,13
t,65,17,76
t,3,88,33
t,94,21,91
t,5,16,25
t,70,45,99
t,20,43,58
t,31,72,86
t,37,70,95
t,81,50,92
t,78,14,31
t,42,79,100
t,69,83,88
t,1,77,9
t,92,82,77
t,68,4,22
t,19,25,17
t,76,56,89
t,13,94,12
t,7,27,62
t,98,57,76
t,28,99,55
t,79,20,90
t,18,74,20
t,78,18,54
t,54,86,59
t,75,5,36
t,91,33,44
t,80,47,90
t,43,6,18
t,4,5,75
t,31,85,26
t,37,65,46
t,27,35,72
t,98,14,90
t,51,68,29
t,61,44,86
t,48,87,20
t,44,19,67
t,33,62,73
t,50,18,30
t,76,49,16
t,1,87,33
t,99,66,68
t,22,16,82
t,12,19,3
t,92,81,99
t,78,81,86
t,96,25,6
t,14,59,20
t,39,61,39
t,68,38,40
t,35,91,27
t,67,42,45
t,87,65,61
t,20,29,81
t,22,21,14
t,20,98,47
t,58,47,73
t,63,13,84
t,34,52,97
t,72,73,35
t,12,8,79
t,90,28,21
t,87,67,86
t,47,87,15
t,79,10,88
t,44,82,39
t,91,40,86
t,15,55,99
t,98,90,4
t,94,14,77
t,81,26,37
t,11,69,65
t,31,56,84
t,69,55,72
t,35,87,34
t,23,31,16
t,61,74,9
t,98,89,64
t,48,39,54
t,51,34,21
t,27,67,99
t,64,78,68
t,80,61,76
t,64,82,32
t,87,18,19
t,20,93,2
t,87,6,77
t,95,4,18
t,59,4,58
t,64,56,44
t,84,35,11
t,83,99,41
t,2,32,54
t,78,48,37
t,9,35,7
t,79,7,52
t,32,94,58
t,8,90,14
t,78,1,18
t,35,17,74
t,78,2,10
t,40,37,61
t,32,39,45
t,85,69,93
t,73,30,80
t,31,9,87
t,82,42,82
t,91,2,24
t,4,80,25
t,74,67,42
t,99,97,96
t,60,37,85
t,73,21,77
t,17,59,46
t,62,84,77
t,41,16,38
t,28,98,80
t,61,42,35
t,84,98,67
t,60,72,35
t,53,24,84
t,49,84,74
t,85,57,95
t,61,27,54
t,7,89,39
t,83,30,7
t,20,10,57
t,52,71,99
t,38,7,98
t,4,67,22
t,90,21,46
t,74,22,31
t,99,7,40
t,93,69,67
t,99,76,56
t,89,11,39
t,95,83,1
t,3,87,73
t,2,25,80
t,51,82,100
t,72,24,21
t,18,50,43
t,0,49,50
t,39,95,19
t,58,94,47
t,65,35,58
t,3,82,94
t,4,85,81
t,28,39,59
t,59,90,93
t,58,15,17
t,78,85,68
t,72,85,69
t,22,76,64
t,92,34,58
t,39,0,45
t,48,55,27
t,93,11,65
t,74,39,4
t,84,51,47
t,76,9,62
t,92,40,47
t,11,12,84
t,80,86,12
t,43,79,99
t,53,70,51
t,49,70,6
t,76,64,70
t,92,90,61
t,95,26,12
t,93,2,22
t,6,46,14
t,4,58,26
t,87,90,65
t,51,85,96
t,49,90,66
t,99,40,88
t,4,68,4
t,25,60,94
t,86,7,72
t,97,53,74
t,70,59,73
t,83,64,83
t,9,3,73
t,25,54,10
t,20,3,1
t,37,2,41
t,24,59,61
t,80,84,21
t,25,22,80
t,97,20,33
t,70,90,93
t,94,74,57
t,76,35,12
t,48,60,67
t,58,32,22
t,10,69,77
t,50,45,88
t,10,25,72
t,82,51,47
t,61,0,67
t,94,22,57
t,38,17,83
t,46,93,70
t,57,42,30
t,75,52,14
t,97,62,35
t,73,64,81
t,60,26,58
t,83,8,61
t,29,21,61
t,47,15,36
t,56,5,53
t,38,51,46
t,8,61,40
t,89,36,44
t,55,85,6
t,89,58,22
t,21,70,48
t,31,6,8
t,91,87,30
t,4,87,97
t,39,43,3
t,43,33,6
t,88,93,67
t,28,35,4
t,71,90,89
t,29,79,100
t,2,1,22
t,2,32,80
t,9,75,20
t,90,31,7
t,87,22,2
t,41,65,35
t,46,54,81
t,13,34,16
t,16,57,6
t,56,38,85
t,55,41,38
t,29,95,22
t,8,4,50
t,27,95,81
t,33,34,56
t,86,75,21
t,21,26,2
t,34,12,17
t,2,70,74
t,59,60,10
t,66,53,48
t,95,48,21
t,4,5,70
t,83,52,3
t,17,86,58
t,3,61,78
t,76,34,57
t,29,21,69
t,97,75,39
t,70,34,52
t,80,53,5
t,79,48,54
t,99,4,11
t,69,88,63
t,71,57,49
t,80,12,62
t,9,89,48
t,65,70,69
t,34,68,45
t,24,38,31
t,75,18,84
t,32,49,33
t,37,49,37
t,47,70,77
t,9,93,34
t,9,73,47
t,70,82,88
t,17,48,58
t,38,34,26
t,82,58,65
t,12,86,35
t,48,70,85
t,32,7,86
t,20,54,56
t,97,15,49
t,30,24,74
t,76,94,56
t,63,55,22
t,1,89,99
t,83,0,63
t,48,38,50
t,48,8,86
t,80,15,71
t,0,21,78
t,97,88,78
t,28,12,51
t,56,58,6
t,20,21,14
t,93,23,55
t,91,58,55
t,6,58,45
t,55,6,53
t,92,86,20
t,14,87,93
t,91,36,81
t,68,64,93
t,18,21,3
t,75,93,25
t,40,86,48
t,95,29,58
t,1,35,17
t,46,42,23
t,50,34,62
t,70,48,1
t,14,39,37
t,47,59,54
t,91,29,27
t,94,5,20
t,18,45,58
t,17,92,87
t,74,94,75
t,42,40,17
t,17,90,52
t,78,12,100
t,78,79,92
t,66,26,51
t,71,17,81
t,97,11,38
t,68,81,35
t,78,50,28
t,64,77,22
t,90,19,14
t,6,36,56
t,57,66,21
t,9,96,100
t,0,63,78
t,2,34,95
t,82,84,59
t,19,52,92
t,6,30,43
t,33,46,20
t,6,36,91
t,71,42,80
t,26,52,46
t,46,61,43
t,97,61,58
t,74,63,44
t,21,98,28
t,31,69,33
t,74,75,63
t,68,60,61
t,39,18,49
t,30,89,43
t,9,68,95
t,6,66,56
t,0,64,69
t,57,90,85
t,53,63,35
t,80,46,4
t,12,21,32
t,26,89,44
t,86,29,63
t,86,11,4
t,29,72,72
t,23,78,39
t,31,54,52
t,40,96,88
t,93,12,22
t,74,58,78
t,38,79,61
t,65,21,4
t,3,2,18
t,90,65,22
t,19,37,45
t,94,67,35
t,78,50,89
t,29,91,38
t,68,84,50
t,42,10,8
t,71,49,40
t,31,14,13
t,86,17,67
t,4,59,32
t,78,78,21
t,21,73,40
t,56,50,91
t,96,31,34
t,85,0,18
t,34,94,29
t,94,65,78
